tenure_months,monthly_usage_hours,has_multiple_devices,customer_support_calls,payment_failures,is_premium_plan,churn
55,26.12149142428123,0,1,1,0,0
37,23.00148490077018,0,1,0,1,0
32,29.689997631245568,0,1,0,0,0
45,22.09897955040859,1,0,0,0,0
19,22.005366251266615,0,3,0,0,0
28,19.087408532725433,1,2,0,0,0
28,18.077120987891067,0,2,0,1,0
56,18.706740794068676,0,0,0,0,0
10,24.99574012371132,1,0,0,0,0
20,13.25694766908919,0,1,0,1,0
25,20.31663601334948,1,1,0,1,0
21,11.668343135443164,0,3,1,0,0
14,21.864875744471505,0,1,0,0,0
22,17.70735192138733,0,2,0,0,0
53,22.518109827505178,0,0,0,1,0
26,16.28750925167581,0,1,0,0,0
44,18.715107883329637,0,2,0,0,0
11,23.16178057441539,0,0,0,1,0
55,20.629406390278604,0,1,0,0,0
7,27.713966679756098,0,0,0,0,0
17,17.592269344746814,0,1,0,0,0
18,17.160061554648966,0,2,0,0,0
7,26.18395905051814,0,1,0,0,0
56,18.164067335214128,1,1,0,0,0
20,17.933908648576462,0,1,1,0,0
38,21.915507531697482,1,0,0,0,0
11,19.180730699183787,0,0,0,1,0
44,18.44227336940444,1,1,1,0,0
58,16.535021336511658,1,0,0,0,0
16,26.811624745073434,0,0,0,1,0
51,19.246783019457705,0,3,0,0,0
55,17.189258053094136,0,0,1,1,0
27,18.51558207132035,0,3,0,1,0
51,21.774607493765686,0,3,0,0,0
11,27.306420098687248,1,1,1,0,0
16,19.15440427206825,1,2,0,0,0
23,15.686028533169594,1,3,0,1,0
59,29.59434627133588,0,2,0,0,0
12,20.677754822046296,1,0,0,1,0
59,19.47036306739479,0,2,0,0,0
40,20.359172989539818,1,1,1,0,0
3,13.772700078245887,1,2,0,0,0
2,19.772971669154614,1,1,0,1,0
38,23.798039838127124,0,1,0,0,0
48,26.10060126352812,0,0,0,0,0
52,18.20894751401167,0,4,0,1,0
24,20.93976709758115,1,2,0,0,0
29,26.1898687272272,1,1,0,0,0
47,20.187644242738923,0,2,0,1,0
46,23.597373655598208,1,2,0,0,0
34,22.121556363189235,0,0,0,0,0
20,16.678620606061646,0,1,0,0,0
18,15.41932708054211,1,1,0,1,0
14,25.296606176418322,0,0,0,0,0
18,6.626837269207883,1,0,0,0,0
2,16.65688568718047,1,2,0,0,0
1,13.023497654560437,1,0,0,0,0
20,25.303969434974064,1,2,0,1,0
34,26.82390736263039,1,1,0,0,0
41,16.37833693710897,1,0,0,0,0
41,33.82451571577232,0,2,0,1,0
48,26.886082711847564,1,0,0,0,0
11,20.985776530182637,0,2,0,0,0
27,27.499947571205826,0,3,0,0,0
23,16.79135853421197,1,3,0,0,0
38,18.617046331635827,1,3,0,0,0
44,22.316052047145636,0,1,0,0,0
3,16.53974162991965,0,1,0,0,0
12,13.578448244508886,0,2,0,0,0
30,15.310040285851958,0,2,0,1,0
31,19.016581845087103,0,4,0,1,0
23,22.34657672377363,0,2,0,0,0
1,18.31054767026945,0,0,1,0,1
41,11.800787879615065,0,1,0,0,0
20,22.35160255292108,0,0,0,1,0
54,26.366870701395126,0,2,0,1,0
6,16.70027604924509,0,0,0,0,0
11,28.313952970883374,0,1,0,0,0
35,24.344365710848784,1,3,0,0,0
4,14.72920970267265,1,0,0,0,0
29,16.76045281870379,1,0,0,0,0
59,18.43510023288599,0,3,0,1,0
10,19.073616370647137,1,3,0,1,0
51,7.808101911244524,1,3,0,0,0
29,16.234203142228193,0,1,0,0,0
38,17.231828356771928,0,0,0,0,0
1,29.452799526805315,0,0,0,0,0
40,21.134628131875388,0,1,0,0,0
8,16.00992309869634,0,2,0,0,0
57,17.807346409986664,1,0,1,1,0
38,22.1254377605762,1,0,0,0,0
17,18.110230823854938,0,1,0,0,0
19,17.073269054473375,1,1,0,0,0
33,17.233957474824866,0,0,0,0,0
15,22.39865187187499,1,0,0,1,0
45,13.091424909915801,1,0,0,1,0
31,14.565502953605439,1,4,0,1,0
21,15.361775647612909,0,2,0,0,0
3,14.4795310790151,0,1,0,1,0
2,15.881830610726386,0,1,0,1,0
35,24.484311090957846,1,1,0,0,0
41,25.181779403701093,0,3,0,1,0
59,21.358535263615373,0,1,0,0,0
16,21.07406388121565,1,1,0,0,0
56,16.650090305999846,1,0,0,0,0
45,9.594534344365345,1,3,0,0,0
51,20.71925816623174,0,2,0,0,0
59,21.488682273830584,0,1,0,0,0
50,16.631624561916595,1,1,0,0,0
21,14.619640660275158,1,0,0,0,0
12,13.632922090748728,0,0,0,0,0
28,20.838178529827935,1,0,0,0,0
12,20.409520825003188,0,1,0,0,0
33,25.972781597525902,1,2,0,0,0
20,15.972784699546708,0,0,0,0,0
40,18.560325043839512,1,0,0,0,0
49,20.0860029617552,0,0,0,0,0
21,17.25070460810271,1,0,0,0,0
52,24.195079554788464,0,4,0,0,0
54,26.190730470142707,1,0,1,0,0
39,14.47216457310028,1,2,0,1,0
41,17.709584097947207,0,1,0,0,0
49,26.6227748106278,0,0,0,0,0
59,21.615819843798146,0,3,0,0,0
42,20.586058999081093,1,2,0,0,0
36,21.706201830173526,1,1,0,1,0
22,23.279447214777928,1,1,0,0,0
26,21.945818983811247,1,1,0,0,0
7,21.067975062852327,1,1,0,0,0
7,20.047875261080648,0,1,0,1,0
8,26.74112153460389,1,1,0,0,0
26,18.668579708936495,1,0,0,0,0
24,20.006185088010135,0,2,0,0,0
24,27.75996766087208,0,0,0,0,0
40,21.62863257298904,1,1,0,0,0
48,19.66707129830603,0,2,1,0,0
12,23.153733433277605,1,1,0,0,0
47,21.13644770453278,1,0,0,0,0
8,16.304423885351046,0,0,0,1,0
54,21.22550812357408,1,2,1,0,1
9,15.956163488371027,0,1,0,0,0
3,29.133861713006482,1,0,0,1,0
54,21.193884749760073,0,0,0,0,0
21,15.308962947979065,0,0,0,0,0
31,18.036845691514536,0,1,0,0,0
48,23.797891253258545,1,4,0,0,0
47,14.544354828715056,1,0,0,0,0
24,33.602321730762164,1,1,1,1,0
4,12.723735781638275,0,1,0,0,1
20,24.62827440425691,0,1,0,0,0
16,17.566953977492723,1,2,1,0,0
10,15.955668492392086,0,3,0,0,0
43,22.688659954591436,0,0,0,0,0
26,17.730214523523,0,1,0,0,0
29,27.957764253974293,1,1,1,1,0
5,12.993540625023497,0,2,1,0,0
11,22.81139237521036,0,2,0,1,0
29,18.623887415423653,0,1,0,0,0
45,21.48139444069896,1,0,0,1,0
15,22.570474157327343,0,1,0,0,0
6,11.34190739075536,0,1,0,0,0
48,21.17003533209165,1,1,0,1,0
15,25.445266971910186,0,0,0,0,0
43,22.331935648100426,1,0,0,1,0
20,18.15614750557688,0,1,0,1,0
34,12.930975773931804,0,0,0,0,0
2,22.539751894915938,0,1,0,0,1
44,29.38053587697655,1,1,0,0,0
16,23.309345094512956,1,2,0,0,0
19,25.788594585646795,1,1,0,0,0
34,24.665083697197634,1,2,1,0,0
49,18.034605676962798,0,2,0,1,0
14,20.45243998265414,1,3,0,1,0
24,24.342615967485102,0,3,0,0,0
28,12.101399248004228,0,2,0,1,0
48,23.258715245876694,1,1,0,0,0
32,26.294589108378098,0,2,0,0,0
37,19.7432036786659,1,0,1,0,0
10,24.07009892784263,0,1,0,0,0
49,17.228141531932543,0,1,1,0,0
45,20.19117161423246,0,2,0,1,0
48,18.634438288560617,1,3,0,0,0
9,22.29906345583396,0,3,0,0,0
24,19.477371956324607,0,0,0,0,0
36,11.619103045262916,1,2,0,0,0
56,16.40936279970555,1,2,0,1,0
29,29.71254296178745,0,2,0,0,0
29,22.837675913792346,0,0,0,0,0
58,9.510392580706004,0,1,0,0,0
48,26.03909375942119,1,4,0,1,0
23,14.235893220558467,0,0,0,0,0
27,24.466874048637507,0,0,0,0,0
31,26.461170872761333,1,0,0,0,0
43,20.508450118772238,0,0,0,1,0
7,15.015535554708343,0,1,0,1,0
49,16.424180967238073,1,0,1,1,0
54,23.146290696481678,0,2,0,0,0
45,14.322578325204955,0,2,1,1,0
4,17.090534255121515,1,1,0,0,0
14,22.56446990944648,0,2,0,0,0
42,16.74412634951266,0,1,0,0,0
42,27.103906912186588,1,1,0,0,0
10,14.80960280600948,1,1,0,0,0
59,3.5592163437119204,0,1,0,0,0
44,16.10889616092999,0,0,0,0,0
34,21.550617065447632,0,3,1,0,0
26,24.316649561007527,1,2,0,0,0
23,17.958056997323318,1,2,0,0,0
9,18.613849153365862,1,3,0,0,0
37,19.845568055949805,0,3,1,0,0
8,28.709561217984916,1,3,0,0,0
53,21.893794763723207,1,2,0,0,0
14,17.53613418725729,1,2,0,0,0
7,30.258825491011,1,2,1,0,0
7,20.05604119192171,0,0,0,0,0
9,9.623416153467845,0,1,0,0,1
3,13.065866196674378,0,1,0,0,0
14,22.791183708193707,0,2,0,0,0
17,11.113863876812482,0,3,0,0,0
50,22.49025542306339,1,0,1,0,0
44,16.100160194719372,0,1,0,1,0
22,25.88858066002864,1,1,0,0,0
46,20.837564332722152,0,0,0,0,0
26,11.814887954022854,0,1,0,0,0
58,24.571115229972513,0,3,0,0,0
28,26.817987759171494,1,0,0,0,0
45,13.615833451619629,1,0,0,1,0
14,15.986056594409392,1,0,0,1,0
9,22.51192091313145,0,3,0,1,0
51,23.408574474341258,0,1,0,0,0
26,31.766228193327812,1,1,0,1,0
2,24.45454276605775,1,3,0,0,0
11,32.00392028150577,1,0,0,0,0
17,20.097054869661783,1,0,0,0,0
34,21.91813333830008,1,0,0,0,0
19,17.159355994107134,0,0,0,0,0
39,17.386985377124674,0,1,0,1,0
18,20.73550165291207,0,0,0,0,0
13,17.08747916794682,0,0,0,0,0
5,7.179569341215558,1,1,0,0,1
50,16.66599659308924,0,0,0,1,0
23,25.38347062700098,0,2,1,0,0
58,20.364045101116492,0,1,0,1,0
56,20.392047404433935,0,2,0,0,0
24,16.18277535547148,0,1,0,0,0
29,21.664751723628566,1,1,0,0,0
48,28.293291362205956,0,1,0,0,0
47,27.003531875187537,0,1,0,0,0
8,21.82934455051707,1,1,0,0,0
26,15.731379780205055,1,0,0,0,0
15,28.835990315190372,0,2,0,0,0
57,25.296213456308077,0,0,0,0,0
1,12.595779865078894,0,2,0,0,0
28,11.216028987949597,0,1,0,0,0
49,12.872842751301247,0,2,0,0,0
47,17.531658392237468,1,0,0,0,0
46,24.508914100609854,0,2,0,0,0
14,24.389757336893016,0,1,0,1,0
42,21.703599225906487,0,3,0,0,0
34,19.297729604054,1,0,0,0,0
59,31.856540220072915,1,0,0,0,0
31,20.16994018903607,0,1,0,0,0
6,19.565073330760764,0,2,0,0,0
49,17.462107135557346,1,0,0,0,0
5,31.059966538728563,0,2,0,0,0
31,23.60449955105717,0,4,1,0,0
37,14.827559982410573,0,0,0,0,0
15,14.235184306492169,1,2,0,0,0
15,11.59981314984287,0,2,0,1,0
52,19.516151872001206,1,1,0,1,0
43,12.507614333585611,0,2,0,1,0
5,14.161986021487884,0,3,0,1,0
28,25.34170674197008,0,0,0,0,0
33,24.45498156515685,1,1,0,0,0
11,27.457009894091566,0,2,0,0,0
43,12.648398637738314,0,1,0,0,0
6,14.988399332517423,0,1,0,0,0
23,16.857176935010692,0,2,0,0,0
40,28.200424788466727,1,1,0,0,0
2,20.314410592240122,0,0,1,0,1
15,29.11012729231672,0,1,0,0,0
23,23.13722106278801,1,1,0,1,0
22,19.437893182248956,0,3,1,0,0
9,22.86918970678531,1,0,0,1,0
47,11.353094969706836,0,2,0,1,0
40,9.72881255545867,0,0,1,0,0
30,21.296288553278384,0,2,0,0,0
16,20.072010218542577,1,1,0,1,0
59,29.668087673062743,0,1,1,0,0
46,13.105251362274373,1,1,0,0,0
47,21.862262260237596,1,3,0,1,0
52,23.47639283209275,1,2,0,0,0
30,21.714063886466963,0,1,0,1,0
45,25.494730024555516,0,1,1,0,0
9,16.8381387801697,1,2,1,1,0
1,24.161158194592225,0,0,0,0,1
59,22.807625554102533,1,2,0,0,0
38,25.82927128892104,0,2,0,1,0
8,17.444182147917914,0,0,0,1,0
59,14.068983262240993,0,1,0,0,0
59,16.857218849698796,0,2,0,0,0
52,14.684708517850037,1,2,0,1,0
18,17.175110081880163,1,2,0,0,0
27,18.328583458432306,1,3,0,0,0
18,15.44304268568576,0,1,0,1,0
32,20.03886789399301,0,0,0,0,0
58,14.104914545415541,0,0,1,0,0
49,19.633997883584442,0,1,0,0,0
32,17.523888781450815,1,1,0,0,0
53,19.393844869364045,0,2,1,0,0
48,21.966789867166003,0,0,0,1,0
45,17.908844659480927,0,0,1,1,0
54,16.110187145058823,1,0,0,0,0
36,16.727357146673864,1,2,0,0,0
36,25.115616380350346,0,1,0,0,0
21,26.381575140880372,0,1,0,0,0
46,17.425505035600217,1,0,0,0,0
32,19.227334368177427,0,1,0,1,0
31,11.47800666007685,0,1,0,0,0
37,19.090296946160418,1,2,0,1,0
16,12.742222503594355,0,1,0,0,0
46,17.558312766599922,0,2,0,0,0
46,25.386862069646106,0,1,0,1,0
14,12.490501855695964,1,1,0,1,0
57,15.489946197390854,0,2,0,1,0
24,15.51451286528313,1,0,0,0,0
25,11.65573282404457,0,0,0,0,0
46,24.313527386274735,0,3,0,0,0
51,21.38619016900537,0,1,1,0,0
35,29.04427107520728,1,3,0,1,0
17,15.023408003311825,1,0,0,0,0
46,11.139243139068645,0,1,0,1,0
42,24.70659409401005,0,1,0,1,0
45,18.195810876841552,1,0,0,1,0
54,17.666879612252206,0,1,0,0,0
4,27.39013204774451,1,0,0,0,0
11,20.84881181223502,0,1,0,1,0
47,24.520979070381244,1,1,0,0,0
15,16.886763241611295,0,2,0,0,0
30,16.374276753647578,1,1,0,0,0
24,18.17313408106498,0,1,0,0,0
2,23.351833040164326,0,1,0,0,0
43,20.254500443949745,0,3,0,1,0
34,22.339804874499553,0,0,0,0,0
23,6.983837387521641,0,1,0,0,0
31,10.590158367037338,1,1,0,0,0
37,9.231603838157145,0,1,0,0,0
13,18.10353072857002,0,2,0,0,0
33,13.011700627368903,0,1,0,0,0
7,28.448273817584905,0,1,1,0,0
32,19.89307516839587,0,0,0,1,0
7,21.08344226451171,0,3,0,1,0
42,14.5510394180305,0,3,0,0,0
38,14.395059546199173,1,1,0,1,0
52,27.756193184380884,0,4,0,1,0
44,28.91206162297358,0,0,1,0,0
13,22.07911006245751,0,3,0,1,0
24,9.841260815345604,0,0,0,1,0
28,17.872609346881077,0,1,0,0,0
32,21.566337432461744,0,1,0,0,0
43,18.86016864973104,0,0,0,0,0
18,9.39916954704593,1,0,0,0,0
34,29.247577880210603,0,1,0,0,0
48,15.822530234775734,0,0,0,0,0
34,13.294254363254439,1,0,1,0,0
51,19.845619020090595,1,0,0,1,0
38,25.921267322802525,1,1,0,0,0
1,22.565082289393573,1,2,0,0,0
43,13.421796734107875,1,2,0,0,0
50,12.597031955574181,0,0,0,0,0
42,9.042106347737946,1,1,0,0,1
31,18.54197694339662,0,1,0,0,0
50,17.634545328033983,0,0,1,0,0
1,22.569353023232374,0,4,0,1,1
51,16.572448786103262,1,1,0,0,0
16,24.86853747178065,0,3,0,0,0
58,23.273420943128922,0,1,0,0,0
39,16.355591772480572,0,2,0,0,0
15,21.955872972863897,0,0,0,1,0
33,26.644860456232447,1,0,0,0,0
23,15.196470250440871,1,0,0,0,0
53,18.933360641569664,0,5,0,0,0
41,18.836059038615186,0,1,1,0,0
34,18.21142481430811,0,1,0,1,0
17,24.00948154875759,1,3,0,1,0
25,24.405412893137317,0,4,0,0,0
56,22.033365955745104,0,2,0,0,0
42,21.794675537346798,1,0,0,1,0
6,17.188957889758363,1,0,0,0,0
31,21.652639795061564,1,0,0,0,0
5,13.574151779142404,0,0,0,0,0
40,32.392710060169435,1,3,0,0,0
40,26.751331978323744,1,0,1,0,0
30,24.782683547407,0,0,0,0,0
5,22.041686894533253,1,0,0,0,0
12,22.0459100841439,1,2,0,0,0
7,11.549393961926844,0,0,0,1,0
45,13.706942334513798,0,2,0,1,0
13,14.33015129119608,1,0,0,0,0
49,20.29175356349667,1,0,0,1,0
4,18.592395709312193,1,1,1,0,1
50,24.056641762636055,1,1,0,1,0
42,15.172261567600666,0,2,0,1,0
3,25.133066948401424,0,1,0,0,0
12,15.898098579516777,1,2,0,1,0
1,17.910181815127007,1,1,0,0,0
27,24.47722378229342,0,3,0,0,0
43,22.523272934524638,0,1,0,0,0
50,13.742720056195678,0,1,0,0,0
13,25.32030311563522,0,2,0,1,0
17,20.444931496600507,0,2,0,0,0
8,9.288967129019415,0,1,0,1,0
32,15.786590459099264,1,2,0,1,0
20,17.951867386233037,0,0,1,1,0
51,14.153307863460121,0,0,0,0,0
17,26.713563216926236,0,3,0,0,0
34,18.12620575530397,0,0,0,0,0
35,22.300914905725556,0,1,0,0,0
35,21.032938315962365,1,0,0,0,0
38,23.528726900848795,0,1,0,0,0
42,28.365253207825013,1,0,0,0,0
24,23.37850275202664,0,1,0,0,0
54,28.713070880927816,1,2,1,1,0
18,23.511259596153526,1,1,0,0,0
50,20.65765971968904,0,1,1,0,0
46,21.607280520869306,1,6,1,1,0
48,6.873157311628148,1,2,0,0,0
39,17.724222697759192,1,1,0,0,0
33,19.28208722334845,0,1,1,0,0
49,22.19027151111188,0,0,0,0,0
23,19.872451903226256,1,0,0,0,0
25,21.6693799051401,1,0,0,0,0
37,13.384050275573092,1,1,1,0,0
27,12.093285638783945,0,1,0,0,0
1,14.084339118488748,0,1,0,0,0
21,27.855972204248722,0,5,1,0,0
59,13.660505709854846,0,0,0,1,0
49,16.05697497800772,0,2,0,0,0
10,20.525767391434126,1,2,0,0,0
31,12.041885282536587,0,1,0,0,0
44,15.63827586313414,1,3,1,0,0
25,23.383908981837145,1,2,0,0,0
20,17.809787999215114,0,1,0,0,0
57,28.417431163673015,1,2,0,0,0
2,11.507219657048255,1,0,0,0,0
55,18.271984050428184,0,0,0,1,0
48,17.81110947757614,0,1,0,0,0
15,19.95532922821467,0,4,1,1,0
28,13.866182012772741,1,3,0,1,0
13,17.097610609115982,1,1,0,1,0
50,23.94561715327033,0,2,0,0,0
52,18.652993445602004,1,1,0,0,0
54,14.65136047396614,0,2,0,1,0
14,30.400251299496993,1,0,0,0,0
50,20.24549905333522,1,2,0,1,0
2,23.066719783092605,0,1,0,0,0
34,23.820721562675743,1,0,0,0,0
35,19.646210886077956,0,0,0,0,0
37,16.051281810596578,0,1,0,0,0
25,20.99598837953724,1,2,0,0,0
48,16.499441849241528,0,2,0,1,0
54,21.85784398307347,0,1,0,1,0
15,19.17879830003652,1,3,0,0,0
12,25.14707504836842,0,2,0,0,0
9,14.292497704950497,0,2,0,0,0
58,23.592584615549477,1,5,0,0,0
31,23.068901342153247,0,0,0,1,0
14,18.80488355100887,1,1,0,1,0
29,23.6509777203498,0,1,1,1,0
53,22.09446434211377,0,0,0,1,0
48,23.335758896845242,0,2,0,0,0
43,23.017580550653513,0,1,0,0,0
38,20.25060186171583,0,1,0,0,0
42,17.018978512981338,0,2,0,0,0
8,16.96122395050152,1,5,0,1,0
48,18.92676789776184,1,2,0,1,0
3,24.21571676156249,0,0,1,1,0
2,23.161244409635508,0,0,0,0,0
16,25.029907386365853,0,0,1,0,0
19,25.531391102170165,0,2,0,0,0
30,18.915033258756395,0,1,0,0,0
41,29.81210838385852,1,1,1,0,0
16,19.48009975611649,1,0,0,1,0
31,17.53051769127545,0,1,0,0,0
54,21.666664900969984,1,0,1,1,0
58,22.418559854804236,1,2,0,0,0
28,16.29219980297503,1,1,0,0,0
4,19.206739988159434,1,1,0,0,0
10,17.765142892899203,0,2,0,0,0
51,20.707714538470547,1,1,0,0,0
45,23.97929506836489,1,1,0,0,0
18,18.670453616914823,0,1,0,0,0
47,22.863574942661355,0,3,0,1,0
32,13.055762082847878,0,2,0,1,0
30,24.448929123874162,1,1,1,0,1
36,17.732848215375668,1,3,0,0,0
9,17.643692603392054,0,0,0,0,0
36,22.001699466766226,1,1,0,0,0
29,22.264507157812652,0,1,0,1,0
16,19.438460100270724,0,3,0,0,0
28,15.556006470021336,1,0,0,0,0
21,17.602155363412535,0,0,0,0,0
47,20.47621208604034,0,2,0,0,0
56,22.449205716272598,0,1,0,1,0
2,15.885254578231283,1,1,0,0,0
59,16.799289595774095,1,0,0,1,0
46,21.31471817779312,0,1,0,0,0
35,19.583860367694246,0,1,0,1,0
54,20.732491415499954,1,1,0,0,0
28,6.927794619080451,0,3,0,0,0
55,18.525438661653777,1,1,0,0,0
36,24.266347362462188,0,1,0,0,0
31,16.920625147900193,0,2,0,1,0
33,22.432627888455013,0,5,0,0,0
23,13.956276777774365,0,2,0,0,0
41,12.186074653977723,0,0,0,0,0
17,22.08908789638985,0,1,0,0,0
46,19.72767523936857,1,4,0,0,0
49,18.320565245528343,1,2,1,0,0
1,24.23233208413039,0,1,0,0,0
42,18.440796245366176,1,1,1,1,0
23,16.836903757237106,0,2,0,0,0
48,16.295899967991605,1,0,0,0,0
27,15.238274096137877,0,0,0,0,0
25,22.333238532876685,0,1,0,0,0
32,18.43950969109667,0,0,0,0,0
19,25.712604712717102,0,0,0,1,0
24,5.238341654142875,0,1,0,1,0
57,24.614201357637455,1,0,0,0,0
3,21.798148077166967,0,1,0,0,0
12,19.545879412123192,1,1,0,1,0
35,13.54293366860719,0,2,0,0,0
15,11.700613397465192,0,1,1,0,0
17,23.755453118673433,0,2,0,1,0
50,21.210733035852552,0,1,0,0,0
32,21.116093660342184,1,4,0,0,0
7,19.487645795274215,0,2,0,0,0
19,24.249038164680698,1,0,0,0,0
7,17.070640781827755,0,2,0,1,0
5,18.317974267034035,1,2,0,1,0
58,19.11702203870824,1,1,0,0,0
40,18.931700569682935,1,2,0,0,0
21,26.68286245632895,1,0,0,0,0
48,13.72781030696368,1,5,0,0,0
48,10.227147409485726,1,2,0,1,0
51,12.729868816318774,1,0,0,0,0
57,23.41825475595716,0,2,0,0,0
47,19.49612688240441,1,1,0,0,0
7,12.006397314347094,1,1,0,0,0
37,20.498325151747096,1,0,0,1,0
23,18.380073117668807,0,2,0,1,0
11,22.797472980937265,1,0,0,0,0
10,23.97133201722398,0,2,0,0,0
57,32.590794775077605,1,0,0,1,0
21,14.089245899327667,1,0,0,0,0
55,10.686199203006515,0,2,0,1,0
59,22.9455877179306,0,1,0,0,0
41,24.93356318511731,1,1,0,1,0
33,13.62152807522828,0,3,0,0,0
20,13.626355903509769,0,0,0,0,0
33,21.721831435051453,0,0,0,1,0
40,28.57241409550146,0,1,0,1,0
35,15.616956249550162,0,0,0,1,0
34,20.435333976728696,0,0,0,1,0
36,10.504276366259138,0,3,0,0,0
27,19.00707229465134,0,0,0,0,0
19,19.431761253409732,1,2,0,0,0
43,27.33770222702087,0,0,1,0,0
5,16.466611031305117,0,1,0,1,0
29,23.432051969127627,0,1,0,1,0
56,16.1411905040944,1,3,0,0,0
10,20.45166130585581,1,1,0,1,0
56,30.386605936825287,0,2,0,0,0
59,28.96550714660821,1,2,0,0,0
55,29.802839691118653,0,2,0,1,0
40,21.987861039806987,1,5,0,1,0
13,18.948687682055652,1,1,0,1,0
29,21.42462840813682,1,0,0,0,0
5,22.33024136253098,1,2,1,1,0
58,21.946573615446578,0,2,0,0,0
58,16.443067295229675,1,1,0,1,0
59,16.242201085485554,1,2,0,0,0
12,17.018710424315273,0,2,0,0,0
59,25.35157713493284,1,0,0,0,0
13,25.895185633235663,0,0,0,0,0
22,35.91716959137582,0,1,0,1,0
40,22.12822885799574,0,1,0,0,0
15,16.057854366325525,0,0,0,0,0
13,17.605549597540243,1,0,0,1,0
1,19.21248914871492,1,1,0,0,0
54,27.531243114798105,0,1,0,0,0
38,23.664694088992967,0,2,0,0,0
43,13.265956966678996,1,0,0,0,0
45,19.7157821059227,0,0,0,0,0
53,12.642617340273953,0,2,0,0,0
52,22.96238973477446,1,2,1,1,0
1,16.46596102768099,0,0,0,0,0
11,16.9438295890064,1,2,0,1,0
58,10.606343393371409,1,3,1,0,0
43,23.784092025394788,0,1,0,0,0
40,26.04333357691464,0,3,0,1,0
22,16.53528868755998,0,1,0,1,0
35,19.18992522063504,0,1,0,1,0
51,17.603465357318527,1,0,0,0,0
44,18.90870056795082,0,1,0,0,0
6,15.901723083920402,1,2,0,0,0
28,14.498743500115074,0,0,0,0,0
31,26.84309856262583,0,1,0,0,0
55,6.8014225002078845,1,1,0,0,0
8,22.520571345073982,0,0,0,0,0
5,21.41666112316974,1,1,0,0,0
42,28.269594703452988,1,0,0,1,0
54,18.818070652408124,0,0,0,0,0
48,18.143485456698887,0,1,0,1,0
44,15.957694564666692,0,1,0,1,0
17,21.777818445867165,0,2,0,0,0
38,16.458842203522405,0,1,0,0,0
9,14.356072865302298,1,1,0,1,0
10,16.314580451124712,0,2,0,0,0
20,15.265934171829123,1,0,0,1,0
14,14.970216537161264,0,0,0,1,0
14,20.42654432320969,1,0,0,0,0
26,19.027317021938945,1,0,0,1,0
29,22.747963467528173,1,0,0,0,0
49,20.736149381906802,1,0,0,0,0
27,13.986391421113229,1,0,0,1,0
25,9.387246139095486,0,3,0,0,0
16,14.71920766069105,1,0,0,0,0
36,23.818832320033664,0,0,0,0,0
34,23.705549379531853,0,0,0,0,0
16,24.92338759760108,0,2,0,0,0
33,24.18969981473388,1,1,0,1,0
3,25.435727721889073,0,0,0,0,0
23,22.031581920747954,1,1,0,1,0
11,29.014704921320284,1,1,0,0,0
48,21.468252905317748,0,0,0,0,0
58,29.99631908892532,0,1,0,1,0
18,16.868057126421366,0,0,0,0,0
47,16.74030287017611,1,3,0,0,0
41,19.038087245899806,0,0,0,1,0
44,19.8126027309312,0,0,0,1,0
29,18.393779895365796,0,0,0,0,0
59,22.698339389815555,0,3,0,0,0
50,19.488396916592297,1,0,1,1,0
5,16.964123625243005,0,1,0,0,0
24,18.019858904667057,0,0,0,0,0
29,26.088115875417188,1,0,0,1,0
29,21.585829222416876,0,0,0,1,0
26,11.61861554212171,0,3,0,1,0
40,27.55312209668081,0,1,0,0,0
3,22.1675430485546,0,0,0,1,0
2,23.195653954204047,0,1,0,1,0
25,24.645357172220294,1,2,0,1,0
19,24.90366055995893,1,1,0,0,0
40,15.40443204398741,1,0,0,0,0
2,14.64892606121462,0,1,0,0,0
19,31.98200594862084,1,0,0,0,0
1,16.509611254273818,0,0,0,0,1
27,21.893267350523487,1,2,0,1,0
54,28.157324833964537,1,1,0,0,0
45,17.782470212259902,0,0,0,0,0
55,18.19938779834675,0,1,0,0,0
52,24.632320433238966,0,0,0,0,0
49,21.064369361217427,0,2,0,0,0
35,22.47556227382956,0,1,0,0,0
41,19.59786711842695,0,3,0,0,0
5,17.36816928475453,0,0,0,0,0
38,18.335294444489747,0,1,1,1,0
4,25.96987957043997,0,0,0,1,0
17,18.52190605456784,1,0,0,1,0
53,22.143618361936205,1,0,0,0,0
21,15.155997987061124,0,0,0,0,0
53,30.201395714575767,0,2,0,0,0
48,21.594374051773524,1,1,0,0,0
31,21.698060318116852,0,1,0,0,0
48,24.63139363458194,0,3,1,0,0
22,17.59552113915724,1,1,1,0,0
11,25.96874063295127,1,4,0,0,0
34,12.418474912220631,0,1,0,1,0
49,16.927897690882666,0,1,0,0,0
15,15.993861254218636,1,1,0,0,0
50,10.597010956376625,0,0,0,0,0
10,17.356574739288714,0,0,0,0,0
38,19.740241895758516,0,2,0,0,0
32,14.5504074052921,1,0,1,1,0
53,13.828383968529259,0,2,0,1,0
48,20.205375904477084,0,1,0,0,0
31,19.600042435529346,0,2,0,0,0
37,18.67127802500835,0,2,0,0,0
44,13.669341278550242,1,0,0,1,0
28,18.027315160956572,1,2,0,0,0
31,16.668628155035904,0,2,0,0,0
6,20.429392688791264,1,2,0,1,0
14,17.205838536650905,0,3,0,1,0
58,19.806230270608147,0,1,1,1,0
23,13.445911955959993,0,2,0,0,0
16,13.015765754677156,0,2,0,0,0
